wandb: Currently logged in as: alexandretl. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.17.8
wandb: Run data is saved locally in /workspace/hash-hop-hub/wandb/run-20240903_161149-xtovi8rv
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run fiery-violet-5
wandb: ⭐️ View project at https://wandb.ai/alexandretl/hash-hop-hub
wandb: 🚀 View run at https://wandb.ai/alexandretl/hash-hop-hub/runs/xtovi8rv
Run name: fiery-violet-5.
Model initialized. Number of parameters : 7251561.
Compiling the model...
Done compiling.
Training is starting.
wandb:       tokens_seen 3601203200
wandb:        train_loss 2.46531
wandb:    use_flash_attn True
wandb: use_torch_compile True
wandb:          val_loss 2.46342
wandb: 
wandb: 🚀 View run fiery-violet-5 at: https://wandb.ai/alexandretl/hash-hop-hub/runs/xtovi8rv
wandb: ⭐️ View project at: https://wandb.ai/alexandretl/hash-hop-hub
wandb: Synced 5 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: ./wandb/run-20240903_161149-xtovi8rv/logs
wandb: WARNING The new W&B backend becomes opt-out in version 0.18.0; try it out with `wandb.require("core")`! See https://wandb.me/wandb-core for more information.
