wandb: Currently logged in as: alexandretl. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.17.8
wandb: Run data is saved locally in /workspace/hash-hop-hub/wandb/run-20240903_161149-xtovi8rv
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run fiery-violet-5
wandb: ⭐️ View project at https://wandb.ai/alexandretl/hash-hop-hub
wandb: 🚀 View run at https://wandb.ai/alexandretl/hash-hop-hub/runs/xtovi8rv
Run name: fiery-violet-5.
Model initialized. Number of parameters : 7251561.
Compiling the model...
Done compiling.
Training is starting.
Iter 042600/100000. train loss : 2.465. valid loss : 2.463. lr : 0.00100. uptime : 01h03min. ETA : 01h23min.
Iter 042800/100000. train loss : 2.466. valid loss : 2.464. lr : 0.00100. uptime : 01h03min. ETA : 01h22min.
Iter 043000/100000. train loss : 2.464. valid loss : 2.462. lr : 0.00100. uptime : 01h03min. ETA : 01h24min.
Iter 043200/100000. train loss : 2.460. valid loss : 2.463. lr : 0.00100. uptime : 01h04min. ETA : 01h22min.
Iter 043400/100000. train loss : 2.468. valid loss : 2.463. lr : 0.00100. uptime : 01h04min. ETA : 01h21min.
Iter 043600/100000. train loss : 2.461. valid loss : 2.465. lr : 0.00100. uptime : 01h04min. ETA : 01h21min.
Iter 043800/100000. train loss : 2.463. valid loss : 2.462. lr : 0.00100. uptime : 01h05min. ETA : 01h21min.
Iter 044000/100000. train loss : 2.467. valid loss : 2.465. lr : 0.00100. uptime : 01h05min. ETA : 01h22min.
Iter 044200/100000. train loss : 2.463. valid loss : 2.464. lr : 0.00100. uptime : 01h05min. ETA : 01h20min.
Iter 044400/100000. train loss : 2.463. valid loss : 2.464. lr : 0.00100. uptime : 01h05min. ETA : 01h19min.
Iter 044600/100000. train loss : 2.461. valid loss : 2.465. lr : 0.00100. uptime : 01h06min. ETA : 01h19min.
Iter 044800/100000. train loss : 2.461. valid loss : 2.461. lr : 0.00100. uptime : 01h06min. ETA : 01h19min.
Iter 045000/100000. train loss : 2.467. valid loss : 2.462. lr : 0.00100. uptime : 01h06min. ETA : 01h21min.
Iter 045200/100000. train loss : 2.468. valid loss : 2.463. lr : 0.00100. uptime : 01h07min. ETA : 01h18min.
Iter 045400/100000. train loss : 2.472. valid loss : 2.463. lr : 0.00100. uptime : 01h07min. ETA : 01h18min.
Iter 045600/100000. train loss : 2.460. valid loss : 2.463. lr : 0.00100. uptime : 01h07min. ETA : 01h18min.
Iter 045800/100000. train loss : 2.456. valid loss : 2.460. lr : 0.00100. uptime : 01h07min. ETA : 01h17min.
Iter 046000/100000. train loss : 2.461. valid loss : 2.462. lr : 0.00100. uptime : 01h08min. ETA : 01h19min.
Iter 046200/100000. train loss : 2.468. valid loss : 2.462. lr : 0.00100. uptime : 01h08min. ETA : 01h17min.
Iter 046400/100000. train loss : 2.468. valid loss : 2.465. lr : 0.00100. uptime : 01h08min. ETA : 01h17min.
Iter 046600/100000. train loss : 2.462. valid loss : 2.462. lr : 0.00100. uptime : 01h09min. ETA : 01h17min.
Iter 046800/100000. train loss : 2.457. valid loss : 2.463. lr : 0.00100. uptime : 01h09min. ETA : 01h17min.
Iter 047000/100000. train loss : 2.460. valid loss : 2.463. lr : 0.00100. uptime : 01h09min. ETA : 01h18min.
Iter 047200/100000. train loss : 2.466. valid loss : 2.464. lr : 0.00100. uptime : 01h10min. ETA : 01h16min.
Iter 047400/100000. train loss : 2.464. valid loss : 2.462. lr : 0.00100. uptime : 01h10min. ETA : 01h15min.
Iter 047600/100000. train loss : 2.462. valid loss : 2.462. lr : 0.00100. uptime : 01h10min. ETA : 01h15min.
Iter 047800/100000. train loss : 2.460. valid loss : 2.463. lr : 0.00100. uptime : 01h10min. ETA : 01h15min.
Iter 048000/100000. train loss : 2.462. valid loss : 2.464. lr : 0.00100. uptime : 01h11min. ETA : 01h17min.
Iter 048200/100000. train loss : 2.474. valid loss : 2.463. lr : 0.00100. uptime : 01h11min. ETA : 01h14min.
Iter 048400/100000. train loss : 2.459. valid loss : 2.463. lr : 0.00100. uptime : 01h11min. ETA : 01h14min.
Iter 048600/100000. train loss : 2.465. valid loss : 2.463. lr : 0.00100. uptime : 01h12min. ETA : 01h14min.
Iter 048800/100000. train loss : 2.463. valid loss : 2.464. lr : 0.00100. uptime : 01h12min. ETA : 01h13min.
Iter 049000/100000. train loss : 2.465. valid loss : 2.466. lr : 0.00100. uptime : 01h12min. ETA : 01h15min.
Iter 049200/100000. train loss : 2.458. valid loss : 2.463. lr : 0.00100. uptime : 01h12min. ETA : 01h13min.
Iter 049400/100000. train loss : 2.465. valid loss : 2.464. lr : 0.00100. uptime : 01h13min. ETA : 01h12min.
Iter 049600/100000. train loss : 2.457. valid loss : 2.462. lr : 0.00100. uptime : 01h13min. ETA : 01h12min.
Iter 049800/100000. train loss : 2.464. valid loss : 2.462. lr : 0.00100. uptime : 01h13min. ETA : 01h12min.
Iter 050000/100000. train loss : 2.466. valid loss : 2.464. lr : 0.00100. uptime : 01h14min. ETA : 01h14min.
Iter 050200/100000. train loss : 2.458. valid loss : 2.464. lr : 0.00100. uptime : 01h14min. ETA : 01h14min.
Iter 050400/100000. train loss : 2.459. valid loss : 2.463. lr : 0.00100. uptime : 01h14min. ETA : 01h11min.
Iter 050600/100000. train loss : 2.466. valid loss : 2.465. lr : 0.00100. uptime : 01h15min. ETA : 01h11min.
Iter 050800/100000. train loss : 2.465. valid loss : 2.465. lr : 0.00100. uptime : 01h15min. ETA : 01h11min.
Iter 051000/100000. train loss : 2.468. valid loss : 2.463. lr : 0.00100. uptime : 01h15min. ETA : 01h13min.
Iter 051200/100000. train loss : 2.464. valid loss : 2.464. lr : 0.00100. uptime : 01h15min. ETA : 01h10min.
Iter 051400/100000. train loss : 2.461. valid loss : 2.463. lr : 0.00100. uptime : 01h16min. ETA : 01h10min.
Iter 051600/100000. train loss : 2.454. valid loss : 2.462. lr : 0.00100. uptime : 01h16min. ETA : 01h10min.
Iter 051800/100000. train loss : 2.466. valid loss : 2.464. lr : 0.00100. uptime : 01h16min. ETA : 01h09min.
Iter 052000/100000. train loss : 2.458. valid loss : 2.461. lr : 0.00100. uptime : 01h17min. ETA : 01h10min.
Iter 052200/100000. train loss : 2.457. valid loss : 2.463. lr : 0.00100. uptime : 01h17min. ETA : 01h08min.
Iter 052400/100000. train loss : 2.462. valid loss : 2.463. lr : 0.00100. uptime : 01h17min. ETA : 01h08min.
Iter 052600/100000. train loss : 2.467. valid loss : 2.465. lr : 0.00100. uptime : 01h17min. ETA : 01h08min.
Iter 052800/100000. train loss : 2.458. valid loss : 2.461. lr : 0.00100. uptime : 01h18min. ETA : 01h08min.
Iter 053000/100000. train loss : 2.459. valid loss : 2.461. lr : 0.00100. uptime : 01h18min. ETA : 01h09min.
Iter 053200/100000. train loss : 2.462. valid loss : 2.463. lr : 0.00100. uptime : 01h18min. ETA : 01h07min.
Iter 053400/100000. train loss : 2.471. valid loss : 2.462. lr : 0.00100. uptime : 01h19min. ETA : 01h07min.
Iter 053600/100000. train loss : 2.459. valid loss : 2.463. lr : 0.00100. uptime : 01h19min. ETA : 01h06min.
Iter 053800/100000. train loss : 2.459. valid loss : 2.461. lr : 0.00100. uptime : 01h19min. ETA : 01h06min.
Iter 054000/100000. train loss : 2.463. valid loss : 2.463. lr : 0.00100. uptime : 01h20min. ETA : 01h08min.
Iter 054200/100000. train loss : 2.458. valid loss : 2.462. lr : 0.00100. uptime : 01h20min. ETA : 01h06min.
Iter 054400/100000. train loss : 2.469. valid loss : 2.464. lr : 0.00100. uptime : 01h20min. ETA : 01h05min.
Iter 054600/100000. train loss : 2.460. valid loss : 2.462. lr : 0.00100. uptime : 01h20min. ETA : 01h05min.
Iter 054800/100000. train loss : 2.460. valid loss : 2.463. lr : 0.00100. uptime : 01h21min. ETA : 01h05min.
Process ForkProcess-38:
Process ForkProcess-35:
Process ForkProcess-26:
Process ForkProcess-37:
Process ForkProcess-39:
Process ForkProcess-36:
Process ForkProcess-24:
Process ForkProcess-34:
Process ForkProcess-23:
Process ForkProcess-40:
Traceback (most recent call last):
Process ForkProcess-18:
Process ForkProcess-31:
Process ForkProcess-33:
Process ForkProcess-30:
Process ForkProcess-20:
Traceback (most recent call last):
Process ForkProcess-15:
Process ForkProcess-25:
Process ForkProcess-29:
Process ForkProcess-32:
Process ForkProcess-17:
Process ForkProcess-27:
Process ForkProcess-21:
Process ForkProcess-10:
Process ForkProcess-11:
Process ForkProcess-16:
Process ForkProcess-19:
Process ForkProcess-13:
Process ForkProcess-9:
Process ForkProcess-28:
Traceback (most recent call last):
Process ForkProcess-14:
Traceback (most recent call last):
Process ForkProcess-12:
Process ForkProcess-22:
Training interrupted.Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):
Traceback (most recent call last):

Traceback (most recent call last):
Traceback (most recent call last):
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
Traceback (most recent call last):
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
Training is done. Took 81.43 minutes.  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)

  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 314, in _bootstrap
    self.run()
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
KeyboardInterrupt
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 103, in get
    res = self._recv_bytes()
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/connection.py", line 216, in recv_bytes
    buf = self._recv_bytes(maxlength)
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/concurrent/futures/process.py", line 240, in _process_worker
    call_item = call_queue.get(block=True)
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
KeyboardInterrupt
KeyboardInterrupt
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
KeyboardInterrupt
KeyboardInterrupt
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
KeyboardInterrupt
KeyboardInterrupt
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/connection.py", line 414, in _recv_bytes
    buf = self._recv(4)
  File "/usr/lib/python3.10/multiprocessing/connection.py", line 379, in _recv
    chunk = read(handle, remaining)
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
KeyboardInterrupt
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/queues.py", line 102, in get
    with self._rlock:
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
KeyboardInterrupt
KeyboardInterrupt
KeyboardInterrupt
  File "/usr/lib/python3.10/multiprocessing/synchronize.py", line 95, in __enter__
    return self._semlock.__enter__()
KeyboardInterrupt
KeyboardInterrupt
KeyboardInterrupt
KeyboardInterrupt
KeyboardInterrupt
KeyboardInterrupt
KeyboardInterrupt
Successfully saved checkpoint and config in runs/fiery-violet-5.
wandb: - 0.014 MB of 0.014 MB uploadedwandb: \ 0.014 MB of 0.047 MB uploadedwandb: | 0.014 MB of 0.047 MB uploadedwandb: / 0.014 MB of 0.047 MB uploadedwandb: - 0.047 MB of 0.047 MB uploadedwandb:                                                                                
wandb: 
wandb: Run history:
wandb:         grad_norm ▂▁▆▂▁▃▂▂▁▂▃▅▂▄▄▃▄▄▂▄▃▄▄▄▅▆▅▅▅▄▅▆▆▆▅██▇█▇
wandb:                lr ▁███████████████████████████████████████
wandb:         num_iters ▁
wandb:        num_params ▁
wandb:        num_tokens ▁
wandb:           success ▁▁▁▁▂▂▂▅▇█▇▇▇▇▇▇▇▇▇█▇▇███▇██████████████
wandb:     time_per_iter ▁▂▇▂▇▅▇▅▄▇█▆▆▆▁▇▄▇▅▅▄▇▄▆▅█▄▄▆▇▃▇▇▄▇▇▅▆▅▃
wandb:       tokens_seen ▁▁▁▂▂▂▂▂▂▃▃▃▃▃▄▄▄▄▄▄▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇▇███
wandb:        train_loss █▇▃▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb:    use_flash_attn ▁
wandb: use_torch_compile ▁
wandb:          val_loss █▆▃▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb: 
wandb: Run summary:
wandb:             dtype bfloat16
wandb:         grad_norm 0.41187
wandb:                lr 0.001
wandb:         num_iters 54993
wandb:        num_params 7251561
wandb:        num_tokens 3604021248
wandb:           success 0.98828
wandb:     time_per_iter 0.08007
